URL,Label
sfs-101857.square.site,1
shephardtrading.com.au,1
mic.com,0
nypost.com,0
kuinnlogon.webflow.io,1
dzfaiypzwwnz.top,1
l.wl.co,1
konubinix.eu,1
qz.com,0
torcache.net,0
kenh14.vn,0
moviepilot.com,0
infojawatankosong2024.gov-top.com,1
asdnb.xyz,1
bit.ly,1
l.ead.me,1
tobogo.net,0
currentlymail1.weebly.com,1
site-kingi.powerappsportals.com,1
otomoto.pl,0
pub-549b5fda7bd04200b17c91c72e4850ac.r2.dev,1
qrco.de,1
qrco.de,1
torrentdn.com,0
toll2903.web.app,1
uspsieo.top,1
distractify.com,0
amazon.rtptyddsjmvw.top,1
ahksyuv.xyz,1
myjtexpresss.top,1
kakaku.com,0
d.jtpostyr.cc,1
docs.google.com,1
500px.com,0
rd-kappa.vercel.app,1
motthegioi.vn,0
twitter.com,0
docs.google.com,1
pikabu.ru,0
sourceforge.net,0
evri.deliverygb.info,1
docs.google.com,1
aljazeera.net,0
extratorrent.cc,0
docs.google.com,1
seosuperpoweragfr.firebaseapp.com,1
kenh14.vn,0
aljazeera.net,0
bit.ly,1
qrco.de,1
yuh-meinkonto-login.cfolks.pl,1
ipfs.io,1
olx.in,0
pub-8cb6b5c0ac5443c58092888ac590f0d1.r2.dev,1
pub-337359a7765e4176860218b22d28d27a.r2.dev,1
stackoverflow.com,0
mylust.com,0
crptucumlgune.webflow.io,1
xhamster.com,0
syosetu.com,0
telkogmx34432.pages.dev,1
currently81.weebly.com,1
kenh14.vn,0
docs.google.com,1
solflareconnectpad.pages.dev,1
motthegioi.vn,0
urgent.com-adequate.cyou,1
steamcommunity.com,0
t.co,1
bit.ly,1
censor.net.ua,0
fanpage.gr,0
torcache.net,0
otomoto.pl,0
thenextweb.com,0
teespring.com,0
gizmodo.com,0
pub-f3e7a7935198448e8052bd45a3a165f0.r2.dev,1
rp.mockplus.com,1
service.royaln-uk.top,1
mol-gov.top,1
cancel-3riverscuonline.firebaseapp.com,1
attcom-107224.weeblysite.com,1
depositphotos.com,0
motthegioi.vn,0
canadapost-postscanadacea.cc,1
motherless.com,0
hollywoodlife.com,0
docs.google.com,1
bestblackhatforum.com,0
sadfsf33rfg.glitch.me,1
zozo.jp,0
editor.asekio.com,1
docs.google.com,1
twitter.com,0
serverfault.com,0
docs.google.com,1
indianexpress.com,0
q-r.to,1
babal.net,0
tinyurl.com,1
bongda88.info,0
twitter.com,0
aljazeera.net,0
stackoverflow.com,0
rfdsfa.xyz,1
akhbarelyom.com,0
interpark.com,0
xvideo-jp.com,0
dnmjh.com,1
rt.com,0
thenextweb.com,0
riprogramma.spedizione.20-218-140-126.cprapid.com,1
hollywoodlife.com,0
sbcgloballink-1098.wixsite.com,1
mic.com,0
censor.net.ua,0
q-r.to,1
babal.net,0
nguyentandung.org,0
pornsharing.com,0
stackoverflow.com,0
correios.com.br,0
searchengineland.com,0
sites.google.com,1
torcache.net,0
andsuya.com,1
motthegioi.vn,0
ployedcomfrim.start.page,1
campsite.bio,1
paylogss.com,1
elitedaily.com,0
pikabu.ru,0
green787670.studio.site,1
mic.com,0
attffdgdgfhfhgghhhjjyyuyu.weebly.com,1
re-register-user-login.firebaseapp.com,1
keepo.io,1
metamasklrrd.webflow.io,1
id-claimbonus-danakaget.pages.dev,1
thenextweb.com,0
elitedaily.com,0
attiy.eb-sites.com,1
auth01-m.web.app,1
usps.com-trackybwo.top,1
outlook-104485.weeblysite.com,1
nahlencl.wixsite.com,1
nymag.com,0
votepixelfarts.pages.dev,1
docs.google.com,1
twitter.com,0
atwiki.jp,0
l.ead.me,1
seasonvar.ru,0
allegro.pl,0
october-bt-email-login.webflow.io,1
superuser.com,0
1npost.1476503.xyz,1
babal.net,0
qrco.de,1
kickass.to,0
btchr.vercel.app,1
servlentregoco.cfd,1
pub-2e63cf2e06d3458d88136b6f050af040.r2.dev,1
maybank2u.com.my,0
docs.google.com,1
thenextweb.com,0
resourcesrcpsess6029845679008.w3spaces.com,1
extratorrent.cc,0
onnonetworks.com,1
l.ead.me,1
ecnavi.jp,0
pub-a2029fc3310d4d6db55534ec57dbf534.r2.dev,1
kickass.to,0
sites.google.com,1
tiwofiana4.web.app,1
udn.com,0
communiition.weebly.com,1
l.ead.me,1
fanpage.gr,0
medium.com,0
2494es.weebly.com,1
qz.com,0
depositphotos.com,0
indianexpress.com,0
distractify.com,0
motthegioi.vn,0
themeforest.net,0
olx.ro,0
sites.google.com,1
twitter.com,0
cheezburger.com,0
web.de,0
distractify.com,0
failed-recipient-add.web.app,1
qrco.de,1
qrco.de,1
thechive.com,0
1337x.to,0
l.ead.me,1
feather-c23c.joaquin1067.workers.dev,1
superuser.com,0
distractify.com,0
fortune.com,0
loginscreen-unitac.wixsite.com,1
valdif.com,1
docs.google.com,1
handy-hazel-lamp.glitch.me,1
khabaronline.ir,0
cheezburger.com,0
acsmaltgg.com,1
cln8chsd.duckdns.org,1
radhikamd.github.io,1
attcom-101460.weeblysite.com,1
katproxy.com,0
steamcommunity.com,0
webmail.strato.de.bd30c.de,1
distractify.com,0
techcrunch.com,0
tunein.com,0
bit.ly,1
docs.google.com,1
mediaset.it,0
ringring.vn,0
docs.google.com,1
torcache.net,0
motthegioi.vn,0
kenh14.vn,0
kienthuc.net.vn,0
pub-8f7e633e5eed4ea49d06f29a7e3d227d.r2.dev,1
extratorrent.cc,0
web.de,0
blocknetwork.pages.dev,1
europa.eu,0
putlocker.is,0
q-r.to,1
192.99.83.96,1
cheezburger.com,0
web.de,0
plarium.com,0
bdnews24.com,0
otomoto.pl,0
tinnhanh360.net,0
io9.com,0
vbjgo.xyz,1
mylust.com,0
mic.com,0
n-wwspottrise.blogspot.com,1
persianblog.ir,0
digg.com,0
mic.com,0
docs.google.com,1
myspace.com,0
microsoft-105749.weeblysite.com,1
s.yam.com,1
censor.net.ua,0
scedasterminalfr.web.app,1
eastlink-103689.weeblysite.com,1
torrentdn.com,0
david-sober8875.pages.dev,1
jalopnik.com,0
xhamster.com,0
lz3ay9.duckdns.org,1
web.de,0
twitter.com,0
pub-33fcb6b177354a18ad58fbe388e3419d.r2.dev,1
aramx-kwgov.top,1
correios.com.br,0
docs.google.com,1
31.13.224.171,1
merezrr.web.app,1
uproxx.com,0
docs.google.com,1
cvwcxvq.top,1
telegraf.com.ua,0
extratorrent.cc,0
udn.com,0
lcldetecthumainweb06.web.app,1
seekingalpha.com,0
metro.co.uk,0
usps.com-trackyzgd.top,1
sourceforge.net,0
themeforest.net,0
att-login8524.weeblysite.com,1
romantic-rhodes.185-232-251-20.plesk.page,1
qrco.de,1
techcrunch.com,0
thenextweb.com,0
ow.ly,1
docs.google.com,1
about.me,1
deadspin.com,0
docs.google.com,1
searchengines.guru,0
pub-c1a012246d6c4cc195e6fff84883667a.r2.dev,1
mic.com,0
motthegioi.vn,0
hotm.art,1
bit.ly,1
uspsvno.top,1
arabsasiasstarfvoting.pages.dev,1
chasicoweb.com,1
l.ead.me,1
bit.ly,1
qrco.de,1
udn.com,0
reactivacion-cuenta-es.com,1
elcomercio.pe,0
dasjd833.blogspot.com,1
usfv.leotsav.xyz,1
q-r.to,1
seekingalpha.com,0
perezhilton.com,0
qz.com,0
emgn.com,0
lvx.com.ar,1
distractify.com,0
docs.google.com,1
web.de,0
pub-1c8eb7325f8744899abeb7c0edaddc51.r2.dev,1
twitter.com,0
allegrolokalnie.874291499.shop,1
firebasestorage.googleapis.com,1
ymail-102329.weeblysite.com,1
techcrunch.com,0
emgn.com,0
link.cillot.trade,1
q-r.to,1
rektutsmencpnsterbaru2024.intersrnoobs.asia,1
distractify.com,0
ipfs.best-practice.se,1
serverfault.com,0
zozo.jp,0
grantland.com,0
qrco.de,1
ck101.com,0
codecanyon.net,0
olx.ua,0
canada.postcanadaoitg.top,1
extratorrent.cc,0
bit.ly,1
daktelcom.wixsite.com,1
tinyurl.com,1
pub-3047d850e8c34971b8b873b343cbee45.r2.dev,1
433tq334t4a34t4ga34rr43.pages.dev,1
meartoklnbhgta.web.app,1
tinyurl.com,1
tunmagakunesine.web.app,1
abc.go.com,0
mylust.com,0
tinyurl.com,1
motthegioi.vn,0
gdsfe.live,1
tinyurl.com,1
nesn.com,0
metrocastupdate1.weebly.com,1
emgn.com,0
correos-posst.ink,1
emgn.com,0
correso.my,1
schulefislisbach.onlinedocapp.com,1
q-r.to,1
kuoinloginm.gitbook.io,1
mtemaskclogi.gitbook.io,1
web.de,0
nypost.com,0
extratorrent.cc,0
techcrunch.com,0
eksisozluk.com,0
noticias.uol.com.br,0
askubuntu.com,0
motthegioi.vn,0
pornsharing.com,0
duuers.xyz,1
connectsway.com,1
diply.com,0
pub-ced4be4a124445c29958fd6ef113d912.r2.dev,1
129.226.211.41,1
sourceforge.net,0
tinyurl.com,1
lbvcd.xyz,1
mic.com,0
autosourcastech.com,1
themeforest.net,0
wpengine.com,0
distractify.com,0
qrco.de,1
kenh14.vn,0
mmmmmmm-dd3.pages.dev,1
uhcthankyou.com,1
emgn.com,0
grantland.com,0
motthegioi.vn,0
aljazeera.net,0
cartrasol.com,1
pub-ddd7a9690be64fcc90b63dcf4c9f234a.r2.dev,1
serifoto.it,1
distractify.com,0
actubnpffrteois.web.app,1
service.royalpostuuk.cc,1
tobogo.net,0
qrco.de,1
unrohesgevseolaordgeswefes4.pages.dev,1
gohvb-d635f.firebaseapp.com,1
script.google.com,1
mic.com,0
seekingalpha.com,0
web.de,0
hubpages.com,0
lesdessontlencepeche.firebaseapp.com,1
emgn.com,0
ikpowkdsa.info,1
tinyurl.com,1
t.co,1
www.4mfformats.com,1
nguyentandung.org,0
udn.com,0
bit.ly,1
loginauth-12.firebaseapp.com,1
udn.com,0
docs.google.com,1
ecnavi.jp,0
motthegioi.vn,0
nathanandcandy.com,1
socx.in,1
seesaawiki.jp,0
superuser.com,0
interpark.com,0
olx.pl,0
att-109675.weeblysite.com,1
emgn.com,0
script.google.com,1
sp365770.sitewiz.co.nz,1
twitter.com,0
codecanyon.net,0
depositphotos.com,0
docs.google.com,1
new.express.adobe.com,1
ipfs.eth.aragon.network,1
telcellie.top,1
ecnavi.jp,0
lnpost.717462290.xyz,1
distractify.com,0
babal.net,0
pornsharing.com,0
currentlymail90s.weebly.com,1
www.proprofs.com,1
service--my-robinhood-autth.webflow.io,1
buzzfil.net,0
free-5536162.webadorsite.com,1
l.ead.me,1
pikabu.ru,0
buzzfil.net,0
app-use88aception.start.page,1
mnx.8fe.mywebsitetransfer.com,1
bafkreiakbizivomztiwbc7tr57tez62dfxe46bnq6io4xdf6nmsdukkjnq.ipfs.dweb.link,1
docs.google.com,1
docs.google.com,1
mic.com,0
sourceforge.net,0
noticias.uol.com.br,0
inc-100031.weeblysite.com,1
mylust.com,0
sijes65370.wixsite.com:443,1
olx.ro,0
bafybeibyagdnlasyken33m5a567pdm6kyfh2pt2zcfvtvtordgcluaa4v4.ipfs.cf-ipfs.com,1
bleacherreport.com,0
pub-339ed1e572c44e38b332b62b38f3360c.r2.dev,1
jezebel.com,0
q-r.to,1
torcache.net,0
suitableinf24.com,1
docs.google.com,1
thenextweb.com,0
pub-b735058be6cd49009cef5bdec136d1d8.r2.dev,1
docs.google.com,1
sejkxjdjjs28728u.weeblysite.com,1
motthegioi.vn,0
docs.google.com,1
olx.ua,0
bitrmartlogina.webflow.io,1
l.wl.co,1
47.238.206.235,1
docs.google.com,1
clien.net,0
ringring.vn,0
otomoto.pl,0
forms.office.com,1
extratorrent.cc,0
aismoth.live,1
girls-tube.mobi,1
motthegioi.vn,0
att-106211.weeblysite.com,1
formulationdomainspactaculationservics1.pages.dev,1
mashable.com,0
quizlet.com,0
github.com,1
twitter.com,0
davilago.com.br,1
xys14.cc,1
new.express.adobe.com,1
kcercv05o9um1sww.pages.dev,1
yvuybnuo.web.app,1
pikabu.ru,0
lifehacker.com,0
ipfs.best-practice.se,1
bt2ndlink.weebly.com,1
new.express.adobe.com,1
currentlyattyahoo736363.weeblysite.com,1
otomoto.pl,0
indianexpress.com,0
ipfs.io,1
olx.ua,0
kotaku.com,0
scuritysitepanelaccessupdatezoneareaaccountpymnt.iorga.md,1
bhdvalidarcuenta1.weebly.com,1
mail-109680.weeblysite.com,1
olx.co.id,0
q-r.to,1
pikabu.ru,0
posta-rs.makeup,1
slashdot.org,0
correospanama-pa.top,1
themeforest.net,0
btinternet-107962.weeblysite.com,1
twitter.com,0
allrecipes.com,0
1337x.to,0
servientregacol.cfd,1
docs.google.com,1
abcnews.go.com,0
eikdryuusbeds.weebly.com,1
docs.google.com,1
variety.com,0
xvideo-jp.com,0
qrco.de,1
qrco.de,1
inusualinteriorismo.com,1
pub-12b597c475d24016a73a06f74771fed6.r2.dev,1
io9.com,0
mirtesen.ru,0
lifehacker.com,0
buzzfil.net,0
mic.com,0
askubuntu.com,0
repl-mess.myfreesites.net,1
conavi-gvu.top,1
sites.google.com,1
kickass.to,0
hollywoodlife.com,0
tobogo.net,0
t.co,1
correios.com.br,0
ur-brew.com,1
9146616464641.hyperphp.com,1
kickass.to,0
junowebmailupdatednextjdjdhf.weebly.com,1
vbpzxp.cfd,1
fishki.net,0
500px.com,0
olx.co.id,0
telstra-107618.weeblysite.com,1
account.booking.com,1
diply.com,0
nesn.com,0
docs.google.com,1
io9.com,0
infuzecualerts.weebly.com,1
www.dropbox.com,1
indianexpress.com,0
uspsaku.top,1
ap.org,0
hdfcbank.com,0
olx.in,0
docs.google.com,1
bit.ly,1
qrco.de,1
hvcbr.top,1
superuser.com,0
nguyentandung.org,0
docs.google.com,1
gnmznbck.firebaseapp.com,1
scpostbg.web.app,1
pitchfork.com,0
moviepilot.com,0
onedrive.dzw229.workers.dev,1
reagan-100529.weeblysite.com,1
tr45647gffg.blogspot.am,1
